any;comarca o Aran;concepte;estat;valor
2022;Tarragonès;PIB (milions €);p;10433,1
2022;Tarragonès;PIB per habitant (€);p;39086
2022;Tarragonès;PIB per habitant (índex Catalunya=100);p;112,4
2022;Terra Alta;PIB (milions €);p;409,0
2022;Terra Alta;PIB per habitant (€);p;35752
2022;Terra Alta;PIB per habitant (índex Catalunya=100);p;102,8
2022;Urgell;PIB (milions €);p;1141,7
2022;Urgell;PIB per habitant (€);p;30300
2022;Urgell;PIB per habitant (índex Catalunya=100);p;87,2
2022;Vallès Occidental;PIB (milions €);p;32450,6
2022;Vallès Occidental;PIB per habitant (€);p;34387
2022;Vallès Occidental;PIB per habitant (índex Catalunya=100);p;98,9
2022;Vallès Oriental;PIB (milions €);p;14499,4
2022;Vallès Oriental;PIB per habitant (€);p;34570
2022;Vallès Oriental;PIB per habitant (índex Catalunya=100);p;99,4
2022;Catalunya;PIB (milions €);p;272268,3
2022;Catalunya;PIB per habitant (€);p;34764
2022;Catalunya;PIB per habitant (índex Catalunya=100);p;100,0
2023;Alt Camp;PIB (milions €);p;1937,3
2023;Alt Camp;PIB per habitant (€);p;41923
2023;Alt Camp;PIB per habitant (índex Catalunya=100);p;112,5
2023;Alt Empordà;PIB (milions €);p;4361,5
2023;Alt Empordà;PIB per habitant (€);p;29528
2023;Alt Empordà;PIB per habitant (índex Catalunya=100);p;79,2
2023;Alt Penedès;PIB (milions €);p;3973,4
2023;Alt Penedès;PIB per habitant (€);p;35050
2023;Alt Penedès;PIB per habitant (índex Catalunya=100);p;94,1
2023;Alt Urgell;PIB (milions €);p;552,2
2023;Alt Urgell;PIB per habitant (€);p;26434
2023;Alt Urgell;PIB per habitant (índex Catalunya=100);p;70,9
2023;Alta Ribagorça;PIB (milions €);p;126,0
2023;Alta Ribagorça;PIB per habitant (€);p;31255
2023;Alta Ribagorça;PIB per habitant (índex Catalunya=100);p;83,9
2023;Anoia;PIB (milions €);p;3310,7
2023;Anoia;PIB per habitant (€);p;25943
2023;Anoia;PIB per habitant (índex Catalunya=100);p;69,6
2023;Aran;PIB (milions €);p;424,3
2023;Aran;PIB per habitant (€);p;40277
2023;Aran;PIB per habitant (índex Catalunya=100);p;108,1
2023;Bages;PIB (milions €);p;6123,4
2023;Bages;PIB per habitant (€);p;33223
2023;Bages;PIB per habitant (índex Catalunya=100);p;89,2
2023;Baix Camp;PIB (milions €);p;5891,4
2023;Baix Camp;PIB per habitant (€);p;29012
2023;Baix Camp;PIB per habitant (índex Catalunya=100);p;77,9
2023;Baix Ebre;PIB (milions €);p;2238,4
2023;Baix Ebre;PIB per habitant (€);p;27355
2023;Baix Ebre;PIB per habitant (índex Catalunya=100);p;73,4
2023;Baix Empordà;PIB (milions €);p;3898,6
2023;Baix Empordà;PIB per habitant (€);p;27379
2023;Baix Empordà;PIB per habitant (índex Catalunya=100);p;73,5
2023;Baix Llobregat;PIB (milions €);p;36120,0
2023;Baix Llobregat;PIB per habitant (€);p;42760
2023;Baix Llobregat;PIB per habitant (índex Catalunya=100);p;114,8
2023;Baix Penedès;PIB (milions €);p;2477,8
2023;Baix Penedès;PIB per habitant (€);p;21178
2023;Baix Penedès;PIB per habitant (índex Catalunya=100);p;56,8
2023;Barcelonès;PIB (milions €);p;104496,5
2023;Barcelonès;PIB per habitant (€);p;44769
2023;Barcelonès;PIB per habitant (índex Catalunya=100);p;120,2
2023;Berguedà;PIB (milions €);p;1229,3
2023;Berguedà;PIB per habitant (€);p;30098
2023;Berguedà;PIB per habitant (índex Catalunya=100);p;80,8
2023;Cerdanya;PIB (milions €);p;563,2
2023;Cerdanya;PIB per habitant (€);p;28129
2023;Cerdanya;PIB per habitant (índex Catalunya=100);p;75,5
2023;Conca de Barberà;PIB (milions €);p;722,3
2023;Conca de Barberà;PIB per habitant (€);p;35177
2023;Conca de Barberà;PIB per habitant (índex Catalunya=100);p;94,4
2023;Garraf;PIB (milions €);p;3824,0
2023;Garraf;PIB per habitant (€);p;23819
2023;Garraf;PIB per habitant (índex Catalunya=100);p;63,9
2023;Garrigues;PIB (milions €);p;547,2
2023;Garrigues;PIB per habitant (€);p;28752
2023;Garrigues;PIB per habitant (índex Catalunya=100);p;77,2
2023;Garrotxa;PIB (milions €);p;2104,2
2023;Garrotxa;PIB per habitant (€);p;33972
2023;Garrotxa;PIB per habitant (índex Catalunya=100);p;91,2
2023;Gironès;PIB (milions €);p;7854,3
2023;Gironès;PIB per habitant (€);p;38581
2023;Gironès;PIB per habitant (índex Catalunya=100);p;103,5
2023;Lluçanès;PIB (milions €);p;168,0
2023;Lluçanès;PIB per habitant (€);p;29565
2023;Lluçanès;PIB per habitant (índex Catalunya=100);p;79,4
2023;Maresme;PIB (milions €);p;11960,6
2023;Maresme;PIB per habitant (€);p;25446
2023;Maresme;PIB per habitant (índex Catalunya=100);p;68,3
2023;Moianès;PIB (milions €);p;341,1
2023;Moianès;PIB per habitant (€);p;23202
2023;Moianès;PIB per habitant (índex Catalunya=100);p;62,3
2023;Montsià;PIB (milions €);p;1682,1
2023;Montsià;PIB per habitant (€);p;23753
2023;Montsià;PIB per habitant (índex Catalunya=100);p;63,8
2023;Noguera;PIB (milions €);p;1080,1
2023;Noguera;PIB per habitant (€);p;27231
2023;Noguera;PIB per habitant (índex Catalunya=100);p;73,1
2023;Osona;PIB (milions €);p;5839,3
2023;Osona;PIB per habitant (€);p;35834
2023;Osona;PIB per habitant (índex Catalunya=100);p;96,2
2023;Pallars Jussà;PIB (milions €);p;350,6
2023;Pallars Jussà;PIB per habitant (€);p;26134
2023;Pallars Jussà;PIB per habitant (índex Catalunya=100);p;70,1
2023;Pallars Sobirà;PIB (milions €);p;210,7
2023;Pallars Sobirà;PIB per habitant (€);p;28871
2023;Pallars Sobirà;PIB per habitant (índex Catalunya=100);p;77,5
2023;Pla d'Urgell;PIB (milions €);p;1329,8
2023;Pla d'Urgell;PIB per habitant (€);p;35058
2023;Pla d'Urgell;PIB per habitant (índex Catalunya=100);p;94,1
2023;Pla de l'Estany;PIB (milions €);p;1109,1
2023;Pla de l'Estany;PIB per habitant (€);p;33214
2023;Pla de l'Estany;PIB per habitant (índex Catalunya=100);p;89,1
2023;Priorat;PIB (milions €);p;219,4
2023;Priorat;PIB per habitant (€);p;23404
2023;Priorat;PIB per habitant (índex Catalunya=100);p;62,8
2023;Ribera d'Ebre;PIB (milions €);p;1581,4
2023;Ribera d'Ebre;PIB per habitant (€);p;71546
2023;Ribera d'Ebre;PIB per habitant (índex Catalunya=100);p;192,0
2023;Ripollès;PIB (milions €);p;699,6
2023;Ripollès;PIB per habitant (€);p;27096
2023;Ripollès;PIB per habitant (índex Catalunya=100);p;72,7
2023;Segarra;PIB (milions €);p;928,2
2023;Segarra;PIB per habitant (€);p;41137
2023;Segarra;PIB per habitant (índex Catalunya=100);p;110,4
2023;Segrià;PIB (milions €);p;7611,0
2023;Segrià;PIB per habitant (€);p;35130
2023;Segrià;PIB per habitant (índex Catalunya=100);p;94,3
2023;Selva;PIB (milions €);p;5826,2
2023;Selva;PIB per habitant (€);p;31680
2023;Selva;PIB per habitant (índex Catalunya=100);p;85,0
2023;Solsonès;PIB (milions €);p;434,9
2023;Solsonès;PIB per habitant (€);p;28517
2023;Solsonès;PIB per habitant (índex Catalunya=100);p;76,5
2023;Tarragonès;PIB (milions €);p;10673,6
2023;Tarragonès;PIB per habitant (€);p;39146
2023;Tarragonès;PIB per habitant (índex Catalunya=100);p;105,1
2023;Terra Alta;PIB (milions €);p;363,2
2023;Terra Alta;PIB per habitant (€);p;31673
2023;Terra Alta;PIB per habitant (índex Catalunya=100);p;85,0
2023;Urgell;PIB (milions €);p;1253,9
2023;Urgell;PIB per habitant (€);p;32803
2023;Urgell;PIB per habitant (índex Catalunya=100);p;88,0
2023;Vallès Occidental;PIB (milions €);p;34650,1
2023;Vallès Occidental;PIB per habitant (€);p;36301
2023;Vallès Occidental;PIB per habitant (índex Catalunya=100);p;97,4
2023;Vallès Oriental;PIB (milions €);p;15388,0
2023;Vallès Oriental;PIB per habitant (€);p;36260
2023;Vallès Oriental;PIB per habitant (índex Catalunya=100);p;97,3
2023;Catalunya;PIB (milions €);p;296476,8
2023;Catalunya;PIB per habitant (€);p;37259
2023;Catalunya;PIB per habitant (índex Catalunya=100);p;100,0
